1000					
6	14	18	24	26	34
4	9	16	21	27	30
7	8	9	14	17	24
7	9	10	14	18	26
1	10	18	20	29	37
2	11	17	23	29	31
8	10	16	23	31	34
4	12	19	23	24	26
6	11	13	15	17	24
7	16	20	27	30	33
7	8	11	12	16	19
4	13	17	26	29	32
6	9	13	16	17	18
8	9	11	12	21	28
3	11	16	18	27	29
5	6	9	18	24	33
6	15	16	24	29	38
3	10	19	21	26	31
3	12	15	24	32	35
2	4	5	10	17	18
3	8	16	19	25	27
5	11	14	21	28	37
7	16	17	18	19	23
6	14	21	23	31	37
4	13	16	18	20	24
8	12	21	30	34	37
5	12	17	24	32	39
4	11	14	20	27	36
3	11	17	18	20	26
6	7	12	16	20	21
7	16	18	26	27	28
2	3	12	19	24	30
5	11	14	17	18	25
7	14	21	28	32	37
2	10	15	20	26	34
2	8	14	20	29	36
3	5	9	12	21	27
4	5	13	16	22	31
4	6	15	18	24	28
5	13	20	23	24	29
4	7	9	18	27	32
1	8	14	20	28	37
7	9	17	20	22	26
4	13	22	24	26	34
6	9	12	20	23	30
3	11	19	23	25	31
4	9	14	15	19	28
5	14	15	16	17	25
7	13	19	25	31	36
4	13	16	17	22	27
8	14	17	22	26	30
5	10	11	13	19	22
1	4	11	18	20	23
8	9	14	19	22	30
1	10	18	25	27	30
4	9	11	17	25	31
8	10	11	13	22	28
3	11	18	21	25	29
3	6	7	9	13	21
2	8	17	25	30	35
8	15	22	27	35	44
2	6	8	14	15	18
4	9	17	23	31	39
2	8	13	22	30	36
3	9	17	20	26	29
4	13	14	16	22	26
7	15	20	22	27	30
8	11	19	28	37	42
7	12	17	22	31	40
2	6	11	14	17	26
2	7	15	18	19	22
6	8	13	18	25	28
3	8	9	13	19	28
8	15	16	17	18	20
6	10	11	15	20	21
4	11	15	18	24	26
5	6	13	22	31	34
8	11	15	21	28	37
8	9	17	24	33	40
1	5	12	20	29	31
5	14	18	22	28	35
6	13	21	26	31	37
5	12	15	23	28	31
4	12	16	20	24	29
4	10	14	20	21	22
4	7	11	19	21	24
8	15	24	29	37	40
2	6	12	20	23	29
3	10	15	20	27	34
8	9	11	17	23	29
3	12	18	27	29	33
1	7	11	12	15	18
8	12	17	21	23	24
5	9	11	15	17	25
7	14	15	22	24	25
6	13	22	31	39	44
8	13	22	26	30	38
4	5	8	13	14	15
3	12	18	21	28	34
4	9	14	20	24	31
3	12	13	18	20	29
6	15	17	22	26	27
1	9	15	18	27	35
8	12	16	21	28	37
4	8	14	20	27	29
1	2	5	6	13	22
7	12	13	14	19	22
7	13	14	20	23	26
4	13	17	23	26	33
6	11	17	25	30	31
5	14	20	27	36	45
5	14	19	24	28	30
5	13	20	26	30	37
4	11	18	21	25	27
1	3	12	19	20	25
1	4	12	15	24	30
8	13	22	27	31	39
4	5	13	14	22	27
3	8	17	18	21	22
5	12	13	19	26	34
2	11	14	16	18	24
8	16	25	33	37	41
1	2	8	15	21	22
4	6	7	11	15	19
5	8	17	21	22	30
3	9	15	17	25	26
4	9	14	22	23	25
7	13	17	19	28	36
4	13	18	23	27	35
5	11	15	20	24	33
6	7	9	15	24	27
7	9	12	18	22	29
6	13	21	28	29	38
8	16	22	29	32	34
2	8	14	20	28	30
6	9	10	11	16	25
2	6	9	11	14	19
1	8	13	20	22	24
4	10	19	26	35	43
5	12	18	27	31	35
1	2	5	13	19	23
5	9	11	17	20	27
5	11	13	14	22	25
8	9	17	21	29	36
1	7	15	24	28	32
3	12	18	20	23	32
2	9	11	16	21	23
6	11	17	20	25	26
7	9	10	17	26	29
8	14	17	18	21	27
2	7	12	21	27	33
5	6	7	12	15	23
3	12	14	17	25	31
1	10	18	24	26	34
3	6	12	15	23	29
4	5	13	19	27	33
2	4	9	11	16	23
4	11	20	22	30	37
8	11	19	28	29	38
6	10	16	19	22	28
5	13	17	19	24	27
7	15	24	33	35	43
2	7	13	18	27	32
6	13	19	21	30	39
7	12	14	23	24	27
3	7	8	9	17	22
7	16	21	30	34	38
1	5	6	11	20	28
6	9	11	15	16	25
4	8	12	16	17	25
3	6	15	23	29	35
8	15	18	19	23	25
5	9	13	22	28	35
6	15	22	29	34	42
1	4	5	10	13	22
4	10	13	15	24	25
4	11	14	21	28	33
4	11	13	21	28	30
6	8	14	19	25	26
5	6	15	22	28	30
4	11	17	25	30	35
5	14	16	22	29	34
7	10	16	25	34	39
7	12	16	19	24	32
8	13	14	18	22	27
1	2	8	12	21	22
3	9	17	20	28	34
8	13	18	19	25	34
5	7	15	23	32	34
2	9	13	21	26	32
6	15	19	22	28	31
2	10	16	25	33	40
3	5	6	13	21	26
7	15	18	27	29	35
5	8	16	24	31	35
4	6	7	10	19	21
5	13	20	23	26	30
2	11	15	21	24	32
6	9	10	19	28	31
6	15	17	21	29	31
8	11	18	19	28	29
5	11	13	21	27	28
8	16	17	26	32	36
5	8	16	22	26	28
1	6	9	15	24	26
5	8	10	19	20	24
4	6	7	15	17	24
7	13	18	24	28	31
1	9	10	15	18	26
3	6	10	18	19	23
4	7	13	14	22	31
2	3	11	19	27	30
6	12	15	17	18	21
6	13	14	23	30	37
6	7	12	20	22	29
4	8	15	16	25	31
6	15	17	25	33	41
4	11	15	18	24	29
4	6	9	15	17	24
8	17	20	29	31	32
4	12	18	24	29	34
7	16	21	24	26	34
4	11	18	20	25	29
4	9	18	26	28	37
1	10	18	27	32	40
6	10	19	25	28	34
8	16	22	25	28	29
1	2	9	11	14	18
2	10	17	26	32	33
3	9	16	24	29	30
7	11	14	19	25	26
8	14	16	17	22	28
8	13	20	27	35	39
3	9	12	17	23	31
5	6	15	20	27	29
8	13	15	21	27	30
4	13	17	23	31	34
2	5	7	9	12	18
2	4	6	10	19	24
3	4	8	14	16	22
7	12	18	26	28	30
6	7	14	16	19	25
6	9	16	22	23	27
5	6	15	17	25	28
8	16	25	31	33	42
2	8	13	17	18	26
2	3	10	18	24	33
8	16	23	32	33	38
8	15	18	19	20	21
8	13	21	30	33	40
7	12	19	24	32	36
8	15	23	24	33	40
4	12	14	22	27	32
2	3	7	12	19	22
6	10	12	16	20	29
6	14	19	24	27	31
3	6	12	13	14	17
6	12	14	22	26	35
4	7	9	16	20	27
8	16	24	26	33	41
6	15	22	31	38	42
6	7	15	20	25	27
3	4	8	12	16	25
4	6	15	24	33	35
8	16	25	33	41	46
8	14	17	22	23	30
7	12	17	20	28	35
6	12	18	20	24	31
7	13	21	22	25	29
3	7	10	15	23	32
1	6	12	16	20	24
1	9	18	20	24	26
1	4	11	14	19	21
8	15	18	25	28	33
1	7	13	20	22	29
1	6	8	17	21	24
5	10	19	23	32	40
3	8	15	22	31	37
4	7	14	18	26	28
2	8	15	18	27	36
6	11	12	20	25	33
7	8	16	21	27	34
6	7	13	19	23	25
8	15	20	24	32	40
8	16	23	30	36	38
5	7	11	18	24	29
7	8	13	18	24	28
3	9	16	19	27	31
6	14	20	21	25	26
7	9	12	17	19	22
4	10	17	22	27	36
8	17	23	31	37	39
6	14	17	20	21	26
8	15	23	27	29	35
5	12	13	15	21	22
1	5	6	11	14	17
1	2	4	11	20	27
4	7	11	20	25	28
5	6	14	23	32	37
2	11	14	15	22	23
6	11	13	20	28	36
4	10	12	15	16	17
6	13	15	20	29	32
6	13	18	19	22	28
6	8	13	15	24	28
3	11	14	18	25	29
4	12	21	27	30	35
2	4	8	16	19	24
2	8	10	13	17	18
7	10	17	20	28	33
8	15	23	28	29	34
1	5	10	11	14	17
2	8	17	22	24	33
7	9	14	16	24	27
1	2	3	9	13	15
2	11	13	20	21	24
3	7	10	13	18	24
2	7	14	23	25	29
3	6	12	14	19	26
3	4	5	10	13	22
4	10	11	16	20	24
4	13	21	29	33	34
5	8	17	22	29	38
2	10	14	22	24	31
6	11	19	21	23	32
8	11	15	19	28	33
6	13	20	26	33	42
6	8	10	19	23	32
1	8	17	19	20	23
4	9	13	16	18	21
3	5	10	16	21	23
5	13	15	16	23	26
5	11	17	21	29	30
1	5	11	15	22	29
6	9	10	17	20	24
1	8	14	20	28	29
6	11	13	16	21	30
4	11	18	21	22	30
1	9	14	22	26	32
3	7	10	14	23	30
7	8	17	24	30	37
2	6	9	18	25	29
2	4	10	12	21	25
6	7	13	14	19	23
4	11	15	19	28	37
3	11	18	24	27	35
6	10	18	20	23	24
1	2	6	8	9	11
2	4	9	14	15	21
8	9	12	15	22	31
1	3	5	12	21	25
7	13	15	21	28	36
1	3	8	14	22	29
6	8	16	17	26	30
6	14	15	17	20	27
1	8	16	19	23	28
6	12	20	24	28	35
8	9	13	22	31	32
4	9	17	20	23	28
5	14	16	24	26	34
1	10	15	20	24	31
1	7	9	16	22	25
2	5	10	19	24	31
6	13	15	19	22	30
7	8	9	15	23	29
5	11	16	22	29	36
6	11	14	20	25	30
3	4	5	8	9	17
2	9	17	24	25	33
1	3	5	12	18	26
1	3	8	17	25	31
5	10	11	15	21	26
1	7	10	15	24	29
5	12	19	24	26	33
7	13	14	16	18	19
2	7	11	14	23	32
2	4	8	11	14	15
4	7	14	16	17	20
5	7	15	23	24	28
5	13	16	23	32	37
2	4	11	17	23	29
5	8	17	18	19	23
8	15	16	21	24	26
3	8	11	12	21	22
4	12	19	26	29	38
4	6	12	16	18	21
5	6	8	14	19	28
5	10	11	13	21	22
2	8	9	18	26	35
7	9	14	22	27	30
4	8	9	18	22	29
5	12	17	23	29	36
3	10	12	20	22	23
5	10	14	16	22	26
2	9	10	15	18	26
3	5	6	11	18	22
1	2	10	15	18	19
7	14	18	21	23	29
7	15	21	25	27	32
6	15	18	24	30	38
7	12	17	24	27	28
4	7	16	21	23	29
2	10	18	23	31	38
7	12	20	25	29	36
7	10	16	24	32	39
2	4	5	6	14	18
8	9	18	26	33	36
2	5	8	15	24	30
6	10	17	26	33	39
1	7	11	14	23	27
4	6	10	12	14	23
5	13	20	25	33	37
3	6	11	12	17	25
6	8	17	21	22	29
7	11	14	16	24	25
4	13	22	28	37	38
8	11	12	19	20	28
4	6	13	15	17	20
8	12	14	19	21	24
1	2	6	9	12	16
8	17	18	22	29	38
1	3	6	15	22	31
2	11	14	23	31	34
2	6	7	12	18	20
6	12	14	19	24	31
5	9	17	23	28	35
4	6	10	13	17	26
6	10	19	28	37	38
7	14	17	20	22	23
2	11	18	24	29	36
3	7	8	13	16	19
7	16	20	26	31	36
1	7	8	13	15	19
4	9	15	16	18	27
7	12	21	29	34	41
6	13	14	22	24	33
5	7	10	13	15	21
5	8	14	21	29	38
5	6	7	10	18	19
1	4	5	8	9	17
3	5	9	16	18	20
6	14	22	28	32	40
7	11	17	22	24	33
7	14	21	27	29	32
1	7	13	19	23	30
4	8	11	19	28	34
1	10	16	21	22	31
1	4	7	12	18	27
1	10	19	23	26	31
4	11	20	22	29	33
8	11	20	29	34	43
2	11	14	20	24	30
5	11	19	27	30	31
4	10	17	23	27	34
2	3	4	5	14	20
8	10	17	25	32	41
7	8	10	15	20	26
4	9	17	20	26	33
8	10	12	18	20	22
3	8	10	17	18	26
3	6	10	18	20	27
7	13	20	23	25	27
6	13	16	23	29	37
2	9	16	19	21	29
2	10	18	21	24	33
4	10	19	28	36	45
2	4	8	16	25	26
8	15	20	25	30	38
5	13	19	25	29	31
1	8	11	19	25	27
7	10	14	16	20	24
1	3	8	9	11	18
5	9	15	22	29	38
7	11	17	24	30	38
2	11	13	15	18	21
5	12	17	26	29	38
4	5	8	16	22	26
8	13	20	22	29	33
2	7	13	16	21	26
5	11	13	15	16	17
4	7	11	14	19	22
4	5	13	18	26	29
6	13	16	17	18	27
5	7	15	21	30	35
5	8	12	13	16	22
1	5	11	13	14	21
4	6	8	15	20	24
2	3	8	11	20	23
4	7	16	22	27	30
8	13	22	30	31	36
6	14	20	22	28	35
8	17	25	26	29	38
8	13	17	21	23	32
6	9	18	24	33	42
6	10	15	16	18	20
1	3	6	11	18	19
8	14	15	22	31	38
1	7	11	12	16	18
5	14	22	30	37	40
1	6	10	17	19	28
7	12	14	15	19	25
1	5	7	12	13	17
2	11	18	25	34	35
8	15	23	32	40	44
1	9	16	22	25	29
5	9	12	17	25	27
6	11	17	25	27	36
5	6	15	20	22	31
3	7	10	15	24	32
3	8	16	24	32	34
4	10	13	14	17	18
6	7	15	23	30	38
7	16	18	25	31	36
7	14	16	25	31	37
5	10	11	14	15	20
1	6	13	15	17	22
4	5	8	9	17	18
3	8	11	18	22	28
8	15	24	32	41	49
2	5	6	9	14	21
5	14	18	21	23	30
8	12	13	19	24	27
4	5	6	7	11	16
2	3	6	10	13	17
1	6	12	15	20	22
4	6	8	14	18	21
8	12	17	22	28	31
6	15	17	19	22	25
2	6	11	12	15	23
1	6	15	18	21	23
8	14	16	17	20	24
1	2	7	13	21	28
1	5	14	15	20	25
2	10	16	23	31	32
6	12	19	24	29	30
1	10	11	15	20	25
6	9	16	19	25	31
6	8	16	21	28	29
1	5	11	14	16	22
3	10	19	25	30	32
4	5	13	21	27	29
1	4	12	19	26	34
7	15	18	19	27	35
4	5	13	19	27	35
4	7	11	15	17	19
5	7	12	15	18	27
3	4	7	10	17	22
7	9	18	25	33	40
1	9	15	20	27	33
1	8	13	19	23	32
7	8	12	16	25	33
7	16	21	29	37	42
8	13	21	25	30	35
2	7	9	14	18	24
2	6	14	22	23	24
8	17	22	31	34	41
6	10	14	16	20	27
2	11	12	15	24	31
5	12	21	28	37	46
4	12	14	19	25	28
1	9	12	20	25	29
7	8	10	15	21	27
4	13	20	23	27	34
1	4	8	10	12	16
8	15	22	31	39	45
2	9	18	27	30	39
2	6	14	22	31	40
7	10	13	16	23	28
4	12	16	25	29	37
2	5	8	14	22	25
7	9	11	16	18	26
2	8	11	18	20	25
7	9	12	18	22	29
4	10	17	18	23	28
1	10	11	15	21	27
3	4	6	15	16	21
5	10	12	20	27	35
4	6	8	9	12	13
8	14	18	23	31	36
6	7	8	12	14	22
4	13	17	23	29	38
1	8	14	17	23	25
5	9	17	19	25	28
2	10	19	25	29	30
7	11	19	22	25	34
2	5	10	12	15	20
4	12	18	24	33	41
8	14	17	20	26	34
5	10	18	24	25	33
1	5	8	10	13	22
5	6	11	17	24	32
5	9	10	19	24	30
5	9	16	21	23	25
7	10	15	18	19	21
8	16	22	31	37	46
7	8	10	13	16	21
5	6	11	13	22	23
6	15	19	23	30	32
5	13	16	18	27	29
2	8	16	19	26	31
4	5	11	14	15	21
8	9	16	18	27	28
6	8	9	11	16	21
5	10	19	21	29	36
7	11	18	24	31	36
5	11	20	28	34	39
1	7	15	24	32	33
5	6	14	22	25	31
4	12	15	17	24	25
1	3	5	9	10	15
7	15	17	22	30	37
5	12	15	22	25	33
1	3	12	18	24	31
2	9	18	22	28	29
3	4	8	16	24	25
6	14	23	30	35	40
8	14	20	21	22	28
5	8	12	20	26	30
5	7	15	23	28	32
4	12	20	23	28	33
6	13	19	22	23	28
7	13	15	21	30	39
8	15	18	24	27	29
6	7	14	22	25	31
7	15	17	22	25	34
7	8	16	21	22	27
4	13	14	23	24	32
8	11	19	24	28	34
4	13	20	22	26	27
8	13	15	20	21	30
5	14	22	23	29	36
7	15	23	25	31	33
6	14	17	18	25	26
4	6	13	15	21	27
2	6	10	17	24	28
7	12	15	23	28	34
3	8	10	13	15	19
5	11	19	20	26	32
5	8	13	19	24	32
2	11	13	16	25	28
8	12	19	27	36	44
3	11	17	20	21	29
4	12	20	28	34	40
1	2	9	11	12	13
3	8	15	23	26	34
6	8	17	26	28	34
5	7	11	12	16	21
7	8	12	14	23	32
5	8	14	23	29	36
2	9	12	21	23	27
3	5	12	14	23	27
8	16	24	32	41	44
7	9	18	25	34	38
8	11	13	16	25	33
5	7	12	15	20	24
6	15	22	23	24	26
3	10	15	21	27	31
4	13	18	21	27	36
4	6	12	16	21	26
6	12	18	27	28	30
6	14	22	27	33	41
6	12	18	19	24	33
2	6	13	18	27	36
1	10	13	18	27	32
4	13	18	21	27	36
5	10	15	22	27	31
2	3	10	19	21	23
3	5	13	16	21	26
7	9	14	23	29	37
5	12	17	22	27	35
7	16	18	20	29	38
7	11	20	29	33	39
6	13	20	22	30	34
4	9	15	17	23	32
5	13	20	28	32	36
1	3	8	17	18	20
8	9	16	17	19	26
1	6	7	13	14	19
7	10	18	19	20	27
2	3	12	17	22	29
3	5	14	21	23	27
2	10	15	20	27	36
8	12	20	26	27	36
8	10	13	22	30	32
1	9	13	21	25	26
8	11	19	28	33	42
3	4	6	10	18	25
2	9	12	16	25	28
5	10	13	16	19	23
6	9	12	13	14	23
5	11	16	19	26	34
8	17	20	29	31	36
8	9	13	15	18	22
4	8	12	15	16	23
4	7	14	23	29	35
1	10	12	16	17	25
5	9	10	15	16	20
1	10	12	14	15	20
7	14	15	24	29	32
5	13	22	31	35	36
8	10	17	26	34	36
1	8	11	20	23	28
2	3	9	16	17	24
7	11	16	21	26	28
5	6	14	23	31	34
3	8	12	20	21	27
7	13	21	26	30	34
4	5	13	17	26	32
6	7	15	19	27	32
6	7	9	13	19	26
4	11	14	20	26	27
4	9	18	27	32	35
5	7	9	18	20	28
8	14	19	26	29	33
1	5	8	17	26	28
3	9	14	16	25	34
1	4	11	15	22	26
7	10	13	16	24	32
2	9	15	16	23	24
3	6	7	15	17	24
6	14	16	19	24	33
2	4	9	14	18	24
2	5	13	21	27	28
2	6	11	18	19	22
3	8	9	17	24	33
6	15	24	25	34	41
3	11	15	24	32	35
1	8	15	20	23	31
3	8	13	16	24	33
5	6	15	19	22	28
4	6	11	19	22	30
4	8	10	13	14	15
3	10	13	15	21	22
5	6	7	15	21	29
1	8	10	18	24	31
8	14	23	28	37	45
6	13	20	25	27	31
1	2	5	13	16	17
8	17	21	29	36	38
2	3	8	14	23	30
6	11	12	21	27	34
7	12	21	28	36	39
7	14	15	20	26	27
6	11	14	16	21	29
4	13	18	23	29	36
1	7	11	15	18	25
2	3	11	18	20	25
5	6	9	17	20	25
7	12	21	29	37	40
5	6	14	23	31	38
1	8	14	16	17	20
8	15	16	23	27	32
7	9	12	15	22	31
7	15	19	25	27	28
8	15	23	28	29	33
8	16	19	27	30	35
6	11	14	19	25	32
5	6	10	16	21	30
4	6	15	22	31	35
4	7	16	22	23	27
2	11	19	24	32	39
8	9	12	13	14	20
2	10	14	15	19	27
3	12	15	22	28	29
8	9	13	16	18	22
1	9	15	17	18	22
7	12	15	20	29	36
8	13	22	23	25	34
8	16	17	23	31	36
3	5	7	13	22	29
1	3	9	17	24	27
5	7	10	14	19	28
6	9	16	17	22	28
2	4	9	10	14	23
1	5	10	13	20	28
2	8	15	17	21	28
3	10	15	17	25	27
5	13	14	18	26	31
2	10	13	17	19	21
1	10	15	17	19	27
8	10	15	19	24	25
5	9	10	15	16	18
4	8	17	26	33	37
1	9	13	18	22	26
1	3	4	8	11	20
8	17	23	27	30	38
6	8	17	26	28	30
7	9	13	21	24	33
1	2	3	9	16	23
8	10	13	15	16	19
2	11	13	19	25	31
2	9	15	17	18	19
7	10	13	17	19	21
7	11	16	20	26	35
6	12	20	29	31	39
6	13	16	19	20	21
1	9	14	18	25	32
7	13	19	20	23	26
3	11	16	24	32	40
4	9	12	17	25	33
2	8	17	20	25	29
7	10	18	27	34	37
6	12	18	25	26	29
8	10	13	18	26	33
1	6	11	19	24	32
5	10	12	16	24	28
6	12	18	26	29	35
2	9	12	18	21	23
6	12	17	23	25	33
2	6	14	19	26	34
4	13	19	21	26	27
2	7	9	16	21	25
6	11	13	22	30	37
1	8	13	20	21	27
4	8	17	24	27	30
5	14	23	32	35	37
4	10	11	18	20	24
7	15	19	24	26	29
6	13	16	19	20	22
7	8	12	15	23	25
7	14	20	29	37	41
5	13	22	23	32	41
8	17	20	21	30	37
3	6	12	16	21	28
2	6	14	20	25	31
8	12	13	22	28	29
8	11	12	20	29	38
3	5	8	15	18	25
1	6	13	16	24	29
6	10	19	21	22	26
7	16	25	30	37	46
7	16	17	25	33	40
4	10	17	24	32	37
3	9	18	21	26	32
7	12	21	30	38	42
8	12	17	21	29	30
3	4	9	15	19	23
2	7	16	24	26	29
2	6	10	11	14	19
